zip_code,count_15,area,count_05,count_95,density_15,density_05,density_95
10312,21356,7.7,22629.0,17204.0,2773.5064935064934,2938.8311688311687,2234.285714285714
10314,16330,13.7,15083.0,11988.0,1191.9708029197081,1100.948905109489,875.036496350365
10306,12616,7.5,11280.0,9915.0,1682.1333333333334,1504.0,1322.0
10309,12106,6.7,11805.0,7658.0,1806.865671641791,1761.9402985074626,1142.9850746268658
11234,10838,7.5,10432.0,7951.0,1445.0666666666666,1390.9333333333334,1060.1333333333334
11385,10262,3.6,10124.0,8852.0,2850.5555555555557,2812.222222222222,2458.8888888888887
11357,9017,2.8,10247.0,7526.0,3220.357142857143,3659.6428571428573,2687.857142857143
11207,8293,2.7,4559.0,3325.0,3071.4814814814813,1688.5185185185185,1231.4814814814813
11208,7896,3.4,2733.0,2418.0,2322.3529411764707,803.8235294117648,711.1764705882354
11434,7833,3.2,6627.0,5377.0,2447.8125,2070.9375,1680.3125
11365,7128,2.5,7720.0,6233.0,2851.2,3088.0,2493.2
11413,7122,3.1,5656.0,5682.0,2297.4193548387098,1824.516129032258,1832.9032258064515
11230,7099,1.8,7120.0,5969.0,3943.8888888888887,3955.5555555555557,3316.111111111111
10308,6806,2.0,6361.0,4785.0,3403.0,3180.5,2392.5
11375,6742,2.0,7641.0,5793.0,3371.0,3820.5,2896.5
11364,6731,2.5,6783.0,5564.0,2692.4,2713.2,2225.6
11358,6674,1.9,7337.0,6037.0,3512.631578947369,3861.5789473684213,3177.3684210526317
10305,6635,4.3,6686.0,4427.0,1543.0232558139535,1554.8837209302326,1029.5348837209303
11432,6615,2.1,5760.0,3585.0,3150.0,2742.8571428571427,1707.142857142857
11236,6451,3.6,7281.0,6092.0,1791.9444444444443,2022.5,1692.2222222222222
10469,6318,2.5,6317.0,4966.0,2527.2,2526.8,1986.4
11215,6150,2.2,5223.0,3965.0,2795.454545454545,2374.090909090909,1802.272727272727
11422,6078,2.0,5877.0,5244.0,3039.0,2938.5,2622.0
11361,5938,1.8,6238.0,3986.0,3298.8888888888887,3465.5555555555557,2214.4444444444443
11209,5936,2.2,5768.0,4828.0,2698.181818181818,2621.8181818181815,2194.5454545454545
10301,5779,3.7,6099.0,3924.0,1561.8918918918919,1648.3783783783783,1060.5405405405404
11229,5775,2.2,5489.0,4808.0,2625.0,2495.0,2185.4545454545455
11223,5745,2.1,4840.0,3351.0,2735.714285714286,2304.7619047619046,1595.7142857142856
10304,5652,3.9,5549.0,3326.0,1449.2307692307693,1422.820512820513,852.8205128205128
11354,5564,2.2,5137.0,3992.0,2529.090909090909,2335.0,1814.5454545454545
11377,5409,2.5,5590.0,3820.0,2163.6,2236.0,1528.0
10461,5380,2.4,4214.0,3460.0,2241.666666666667,1755.8333333333335,1441.6666666666667
11691,5362,2.8,3523.0,2008.0,1915.0000000000002,1258.2142857142858,717.1428571428572
10307,5302,2.0,5454.0,3588.0,2651.0,2727.0,1794.0
11420,5200,2.1,6153.0,5046.0,2476.190476190476,2930.0,2402.8571428571427
11210,5175,1.6,4958.0,3777.0,3234.375,3098.75,2360.625
11367,5027,2.4,4535.0,3822.0,2094.5833333333335,1889.5833333333335,1592.5
10465,5025,3.4,4286.0,3216.0,1477.9411764705883,1260.5882352941176,945.8823529411765
11355,4993,1.7,5083.0,4153.0,2937.0588235294117,2990.0,2442.9411764705883
11221,4946,1.4,3344.0,2003.0,3532.857142857143,2388.571428571429,1430.7142857142858
11203,4923,2.1,4356.0,3674.0,2344.285714285714,2074.285714285714,1749.5238095238094
11426,4846,1.4,4855.0,4087.0,3461.4285714285716,3467.857142857143,2919.2857142857147
10466,4803,2.0,4332.0,3168.0,2401.5,2166.0,1584.0
11235,4763,2.2,5381.0,4837.0,2165.0,2445.9090909090905,2198.6363636363635
11218,4684,1.4,4553.0,2885.0,3345.714285714286,3252.1428571428573,2060.714285714286
11379,4667,2.1,5090.0,4240.0,2222.3809523809523,2423.809523809524,2019.047619047619
11233,4589,1.3,2505.0,1833.0,3530.0,1926.923076923077,1410.0
11204,4561,1.6,4033.0,3363.0,2850.625,2520.625,2101.875
11220,4450,1.8,3579.0,2625.0,2472.222222222222,1988.3333333333333,1458.3333333333333
11412,4448,1.6,3275.0,4395.0,2780.0,2046.875,2746.875
11414,4381,2.3,4382.0,3761.0,1904.7826086956522,1905.217391304348,1635.217391304348
11201,4357,1.4,4730.0,2791.0,3112.1428571428573,3378.571428571429,1993.5714285714287
11435,4347,1.5,4162.0,3728.0,2898.0,2774.6666666666665,2485.3333333333335
11362,4263,2.5,4054.0,2962.0,1705.2,1621.6,1184.8
11219,4262,1.5,3899.0,3172.0,2841.3333333333335,2599.3333333333335,2114.6666666666665
10473,4236,2.2,2650.0,1750.0,1925.4545454545453,1204.5454545454545,795.4545454545454
11214,4150,2.2,3387.0,2914.0,1886.3636363636363,1539.5454545454545,1324.5454545454545
11427,4142,1.6,4489.0,3214.0,2588.75,2805.625,2008.75
11368,4124,2.6,3284.0,2368.0,1586.1538461538462,1263.076923076923,910.7692307692307
10467,4079,2.3,3668.0,1862.0,1773.4782608695652,1594.7826086956522,809.5652173913044
10462,4048,1.5,2504.0,1913.0,2698.6666666666665,1669.3333333333333,1275.3333333333333
11373,4014,1.5,4605.0,3748.0,2676.0,3070.0,2498.6666666666665
11212,4007,1.5,3107.0,2531.0,2671.3333333333335,2071.3333333333335,1687.3333333333333
11004,4005,1.0,4659.0,3710.0,4005.0,4659.0,3710.0
11211,3966,2.3,4272.0,1837.0,1724.3478260869567,1857.3913043478262,798.6956521739131
10457,3912,1.1,1878.0,1012.0,3556.363636363636,1707.272727272727,919.9999999999999
11206,3851,1.4,2689.0,768.0,2750.714285714286,1920.7142857142858,548.5714285714286
11378,3797,2.6,3860.0,3981.0,1460.3846153846152,1484.6153846153845,1531.1538461538462
11105,3760,1.6,3225.0,2830.0,2350.0,2015.625,1768.75
10456,3754,1.0,1571.0,906.0,3754.0,1571.0,906.0
11238,3743,1.1,2425.0,1870.0,3402.7272727272725,2204.5454545454545,1699.9999999999998
11226,3706,1.3,3113.0,3492.0,2850.7692307692305,2394.6153846153848,2686.153846153846
11228,3623,1.5,3635.0,2972.0,2415.3333333333335,2423.3333333333335,1981.3333333333333
11222,3583,1.5,2813.0,1186.0,2388.6666666666665,1875.3333333333333,790.6666666666666
10025,3570,0.8,3227.0,2532.0,4462.5,4033.75,3165.0
10463,3553,1.4,3340.0,2254.0,2537.857142857143,2385.714285714286,1610.0
11433,3538,1.6,2626.0,2262.0,2211.25,1641.25,1413.75
11213,3498,1.1,3144.0,1961.0,3179.9999999999995,2858.181818181818,1782.7272727272725
11231,3494,1.4,2887.0,1951.0,2495.714285714286,2062.1428571428573,1393.5714285714287
10310,3494,1.8,2924.0,2393.0,1941.111111111111,1624.4444444444443,1329.4444444444443
11417,3463,1.1,3658.0,3453.0,3148.181818181818,3325.454545454545,3139.090909090909
11216,3430,0.9,2040.0,1938.0,3811.111111111111,2266.6666666666665,2153.3333333333335
11423,3407,1.4,2919.0,2714.0,2433.571428571429,2085.0,1938.5714285714287
10472,3301,1.1,2098.0,2147.0,3000.9090909090905,1907.272727272727,1951.8181818181818
11101,3245,2.6,2267.0,1752.0,1248.076923076923,871.9230769230769,673.8461538461538
10024,3231,0.9,2824.0,2130.0,3590.0,3137.777777777778,2366.6666666666665
10458,3212,1.0,1516.0,1253.0,3212.0,1516.0,1253.0
11418,3210,1.6,2703.0,3093.0,2006.25,1689.375,1933.125
11694,3176,1.4,3475.0,2691.0,2268.571428571429,2482.1428571428573,1922.1428571428573
11217,3155,0.8,3809.0,2433.0,3943.75,4761.25,3041.25
11372,3155,0.7,3473.0,3211.0,4507.142857142858,4961.428571428572,4587.142857142858
11370,3139,1.4,3110.0,2752.0,2242.1428571428573,2221.4285714285716,1965.7142857142858
11369,3131,1.1,2848.0,2726.0,2846.363636363636,2589.090909090909,2478.181818181818
10460,3084,1.3,1814.0,960.0,2372.3076923076924,1395.3846153846152,738.4615384615385
10303,3070,3.1,2102.0,1272.0,990.3225806451612,678.0645161290322,410.3225806451613
11411,3061,1.2,3021.0,3108.0,2550.8333333333335,2517.5,2590.0
10452,3026,1.0,1587.0,849.0,3026.0,1587.0,849.0
11356,2946,1.6,2383.0,1903.0,1841.25,1489.375,1189.375
11366,2922,1.1,2941.0,2821.0,2656.363636363636,2673.6363636363635,2564.5454545454545
10459,2910,0.8,1595.0,600.0,3637.5,1993.75,750.0
11374,2909,0.9,2655.0,2248.0,3232.222222222222,2950.0,2497.777777777778
10453,2874,0.9,1773.0,943.0,3193.333333333333,1970.0,1047.7777777777778
10027,2852,0.9,1967.0,1233.0,3168.8888888888887,2185.5555555555557,1370.0
10468,2819,1.1,1951.0,1679.0,2562.7272727272725,1773.6363636363635,1526.3636363636363
11225,2791,0.9,2993.0,1571.0,3101.111111111111,3325.5555555555557,1745.5555555555554
11237,2766,1.0,1310.0,669.0,2766.0,1310.0,669.0
11363,2732,0.9,2878.0,1189.0,3035.5555555555557,3197.777777777778,1321.111111111111
11429,2731,1.3,2562.0,2604.0,2100.7692307692305,1970.7692307692307,2003.076923076923
11421,2715,1.3,3159.0,3589.0,2088.4615384615386,2430.0,2760.7692307692305
11419,2625,1.1,2486.0,3177.0,2386.363636363636,2260.0,2888.181818181818
11428,2615,0.8,2562.0,2393.0,3268.75,3202.5,2991.25
11205,2524,0.9,1531.0,1545.0,2804.4444444444443,1701.111111111111,1716.6666666666665
10014,2503,0.6,2031.0,2014.0,4171.666666666667,3385.0,3356.666666666667
10474,2462,1.5,714.0,188.0,1641.3333333333333,476.0,125.33333333333333
10031,2456,0.7,1702.0,1193.0,3508.571428571429,2431.4285714285716,1704.2857142857144
11360,2395,1.4,3187.0,2090.0,1710.7142857142858,2276.4285714285716,1492.857142857143
10302,2297,1.2,1596.0,1253.0,1914.1666666666667,1330.0,1044.1666666666667
11436,2275,0.8,2257.0,2166.0,2843.75,2821.25,2707.5
10451,2267,1.0,786.0,657.0,2267.0,786.0,657.0
11103,2251,0.7,1371.0,1330.0,3215.714285714286,1958.5714285714287,1900.0000000000002
10029,2242,0.8,1443.0,785.0,2802.5,1803.75,981.25
10023,2203,0.5,2229.0,1734.0,4406.0,4458.0,3468.0
10002,2158,0.9,1040.0,715.0,2397.777777777778,1155.5555555555554,794.4444444444445
10032,2072,0.7,1225.0,807.0,2960.0,1750.0,1152.857142857143
10011,2040,0.7,1905.0,1588.0,2914.2857142857147,2721.4285714285716,2268.571428571429
10128,2034,0.5,1963.0,2240.0,4068.0,3926.0,4480.0
11232,1997,1.3,729.0,374.0,1536.1538461538462,560.7692307692307,287.6923076923077
10003,1943,0.6,1831.0,1862.0,3238.3333333333335,3051.666666666667,3103.3333333333335
10455,1900,0.7,942.0,381.0,2714.2857142857147,1345.7142857142858,544.2857142857143
10021,1885,0.4,2234.0,1701.0,4712.5,5585.0,4252.5
11106,1873,0.9,1721.0,1962.0,2081.111111111111,1912.2222222222222,2180.0
10035,1869,1.4,1344.0,732.0,1335.0,960.0000000000001,522.8571428571429
11692,1863,1.0,736.0,423.0,1863.0,736.0,423.0
10009,1854,0.6,1515.0,1154.0,3090.0,2525.0,1923.3333333333335
10033,1852,0.6,1108.0,896.0,3086.666666666667,1846.6666666666667,1493.3333333333335
10065,1831,0.4,1434.0,1596.0,4577.5,3585.0,3990.0
10471,1804,2.6,3118.0,2340.0,693.8461538461538,1199.2307692307693,900.0
10475,1796,1.7,1854.0,753.0,1056.4705882352941,1090.5882352941176,442.94117647058823
11224,1787,1.5,1580.0,573.0,1191.3333333333333,1053.3333333333333,382.0
10016,1785,0.5,1536.0,1322.0,3570.0,3072.0,2644.0
10026,1769,0.3,1378.0,593.0,5896.666666666667,4593.333333333334,1976.6666666666667
11249,1742,0.7,,664.0,2488.571428571429,,948.5714285714287
10028,1715,0.3,1679.0,1472.0,5716.666666666667,5596.666666666667,4906.666666666667
11416,1710,0.7,2056.0,1985.0,2442.857142857143,2937.1428571428573,2835.714285714286
11415,1666,0.6,1512.0,1884.0,2776.666666666667,2520.0,3140.0
10454,1659,1.0,658.0,420.0,1659.0,658.0,420.0
11102,1658,0.8,1315.0,1283.0,2072.5,1643.75,1603.75
10019,1619,0.7,1356.0,1211.0,2312.857142857143,1937.1428571428573,1730.0
11104,1615,0.4,1861.0,1502.0,4037.5,4652.5,3755.0
10022,1574,0.4,1721.0,1948.0,3935.0,4302.5,4870.0
10034,1506,1.1,751.0,726.0,1369.090909090909,682.7272727272726,660.0
10040,1451,0.4,603.0,478.0,3627.5,1507.5,1195.0
10470,1325,1.4,1350.0,1263.0,946.4285714285714,964.2857142857143,902.1428571428572
10030,1313,0.3,914.0,738.0,4376.666666666667,3046.666666666667,2460.0
11001,1286,2.2,1481.0,1358.0,584.5454545454545,673.1818181818181,617.2727272727273
10013,1132,0.6,934.0,540.0,1886.6666666666667,1556.6666666666667,900.0
10464,1038,3.5,1125.0,750.0,296.57142857142856,321.42857142857144,214.28571428571428
10012,1030,0.3,744.0,590.0,3433.3333333333335,2480.0,1966.6666666666667
11693,1013,1.0,699.0,435.0,1013.0,699.0,435.0
11239,953,0.6,172.0,17.0,1588.3333333333335,286.6666666666667,28.333333333333336
10075,871,0.2,803.0,801.0,4355.0,4015.0,4005.0
10001,850,0.6,760.0,688.0,1416.6666666666667,1266.6666666666667,1146.6666666666667
10010,841,0.4,655.0,598.0,2102.5,1637.5,1495.0
11040,840,4.8,895.0,713.0,175.0,186.45833333333334,148.54166666666669
10036,823,0.4,812.0,738.0,2057.5,2030.0,1845.0
10017,812,0.3,745.0,854.0,2706.666666666667,2483.3333333333335,2846.666666666667
10039,772,0.5,406.0,255.0,1544.0,812.0,510.0
10037,659,0.3,436.0,313.0,2196.666666666667,1453.3333333333335,1043.3333333333335
10280,476,0.1,251.0,11.0,4760.0,2510.0,110.0
10018,441,0.3,195.0,172.0,1470.0,650.0,573.3333333333334
10038,356,0.3,204.0,286.0,1186.6666666666667,680.0,953.3333333333334
10007,349,0.2,391.0,217.0,1745.0,1955.0,1085.0
10282,230,0.1,,,2300.0,,
10005,130,0.1,130.0,77.0,1300.0,1300.0,770.0
10004,117,0.6,70.0,133.0,195.0,116.66666666666667,221.66666666666669
10069,112,0.1,,1.0,1120.0,,10.0
10020,94,0.03,109.0,34.0,3133.3333333333335,3633.3333333333335,1133.3333333333335
11109,90,0.04,,,2250.0,,
10006,48,0.1,121.0,86.0,480.0,1210.0,860.0
11430,37,7.1,64.0,16.0,5.211267605633803,9.014084507042254,2.2535211267605635
10111,25,0.004,,25.0,6250.0,,6250.0
11697,24,2.2,47.0,6.0,10.909090909090908,21.363636363636363,2.727272727272727
